district_name,pop_total,pop_total_25plus,median_household_income,median_inc_2544,median_inc_4564,pop_white,pop_black,pop_amerindian,pop_asian,pop_nativehawaii,pop_otherrace,pop_tworaces,pop_hispanic,pop_white_m_15-17,pop_white_m_18-19,pop_white_f_15-17,pop_white_f_18-19,pop_black_m_15-17,pop_black_m_18-19,pop_black_f_15-17,pop_black_f_18-19,pop_amerindian_m_15-17,pop_amerindian_m_18-19,pop_amerindian_f_15-17,pop_amerindian_f_18-19,pop_asian_m_15-17,pop_asian_m_18-19,pop_asian_f_15-17,pop_asian_f_18-19,pop_nativehawaii_m_15-17,pop_nativehawaii_m_18-19,pop_nativehawaii_f_15-17,pop_nativehawaii_f_18-19,pop_otherrace_m_15-17,pop_otherrace_m_18-19,pop_otherrace_f_15-17,pop_otherrace_f_18-19,pop_tworaces_m_15-17,pop_tworaces_m_18-19,pop_tworaces_f_15-17,pop_tworaces_f_18-19,pop_hispanic_m_15-17,pop_hispanic_m_18-19,pop_hispanic_f_15-17,pop_hispanic_f_18-19,fips_state_code,district
"Niskayuna Central School District, New York",23753,16227,114655,131379,125795,19661,501,14,2318,0,11,526,722,518,124,405,39,36,14,28,0,0,0,0,0,27,0,67,0,0,0,0,0,0,55,42,0,63,0,63,0,0,73,91,0,36,20880
"North Babylon Union Free School District, New York",30560,21133,100610,113571,121672,17290,5235,101,1195,0,92,706,5941,319,307,213,137,167,111,101,0,0,0,0,0,0,10,0,12,8,0,0,0,47,9,4,0,44,52,43,10,159,60,102,103,36,20910
"North Collins Central School District, New York",4384,2974,64110,82153,69242,4180,35,51,26,0,3,33,56,125,85,108,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20970
"North Salem Central School District, New York",7237,5243,147778,153676,159028,5865,243,42,360,0,28,180,519,197,36,85,27,0,0,0,0,0,0,0,0,32,0,13,0,0,0,0,0,10,0,0,0,0,0,47,0,0,8,22,10,36,21180
"North Syracuse Central School District, New York",58675,41878,72434,84849,89532,52490,2147,108,928,0,0,1267,1735,1026,377,839,345,153,5,22,0,0,0,18,0,36,5,6,4,0,0,0,0,0,0,9,7,26,70,40,7,85,20,98,35,36,21210
"Three Village Central School District, New York",43719,25492,137444,161875,168043,30460,1413,13,7570,10,155,1004,3094,784,857,484,673,28,221,19,182,0,7,0,6,83,1101,89,794,0,0,0,0,20,51,9,35,22,149,15,80,88,170,20,187,36,28200
"Susquehanna Valley Central School District, New York",10100,7327,63472,67716,74309,9293,51,0,56,0,0,114,586,175,36,159,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,36,28380
"Sweet Home Central School District, New York",37063,22287,56414,64773,73833,25796,3147,79,4935,37,0,775,2294,267,1233,263,993,81,269,121,275,0,0,0,0,29,402,11,338,0,12,0,0,17,97,0,71,21,51,20,92,53,206,17,268,36,28500
"Syosset Central School District, New York",34726,24267,173724,205729,216583,23545,387,20,9009,0,123,425,1217,597,276,295,190,27,11,21,2,0,0,0,0,255,24,330,39,0,0,0,0,21,71,0,22,41,0,37,0,89,44,16,46,36,28560
"Syracuse City School District, New York",142874,86859,38276,41845,42495,71453,40687,1302,9315,42,483,6201,13391,667,2464,691,3071,1161,792,1211,992,61,4,12,22,158,630,207,845,0,0,0,0,57,62,19,146,151,242,360,259,301,386,318,681,36,28590
"Ticonderoga Central School District, New York",5533,4106,49356,70410,67500,5411,14,0,22,0,0,60,26,24,25,150,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28680
"Tioga Central School District, New York",4986,3438,64549,71625,71976,4859,2,0,17,0,2,8,98,179,57,82,84,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28710
"Tonawanda City School District, New York",14830,11262,53115,63514,67143,13996,26,79,52,0,16,317,344,214,56,120,150,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,63,14,0,12,0,0,36,28740
"Tri-Valley Central School District, New York",6430,4352,64840,76850,76065,5778,74,0,19,0,7,33,519,96,92,92,83,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,5,0,14,0,0,0,36,28890
"Troy City School District, New York",41179,25816,49316,52898,60408,26395,6258,17,2500,0,40,2066,3903,257,1229,360,788,181,166,149,127,0,0,0,0,13,547,44,201,0,0,0,0,0,7,18,1,202,112,113,154,139,99,99,111,36,28950
"Trumansburg Central School District, New York",6963,5126,65000,78536,79651,6546,66,0,20,0,0,132,199,165,41,135,103,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,36,28980
"Tuckahoe Union Free School District, New York",8203,5777,119750,114407,147906,5985,482,0,737,0,0,148,851,155,54,119,23,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,18,0,0,36,29040
"Tuckahoe Common School District, New York",2872,2144,107382,-666666666,153431,1918,6,0,456,0,0,107,385,30,55,47,39,0,6,1,0,0,0,0,0,83,5,0,19,0,0,0,0,2,0,0,0,0,5,0,6,40,6,0,0,36,29070
"Tully Central School District, New York",6005,4303,75603,80313,101435,5814,32,38,28,0,0,59,34,153,32,194,65,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,36,29130
"Tupper Lake Central School District, New York",5976,4345,56627,62879,78636,5513,98,20,18,0,0,75,252,116,90,87,78,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,15,0,36,29160
"Tuxedo Union Free School District, New York",2843,2076,148125,170341,180147,2342,174,0,31,0,0,27,269,68,16,41,6,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,5,6,36,29190
"Union Springs Central School District, New York",5787,4130,67335,83750,78295,5470,28,16,27,5,2,70,169,140,35,105,70,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,16,14,5,0,11,14,20,0,36,29250
"Uniondale Union Free School District, New York",44132,27108,88771,85643,105326,7187,18838,88,933,0,267,953,15866,43,395,52,814,338,282,338,284,0,5,5,34,4,76,9,56,0,0,0,0,203,210,177,73,69,102,10,120,404,443,348,240,36,29280
"Utica City School District, New York",60320,37831,37760,37231,45438,33905,8708,248,6922,30,65,2770,7672,351,669,397,543,256,210,220,264,64,12,0,14,171,184,162,102,8,0,0,0,91,72,94,46,154,36,111,65,308,158,199,166,36,29370
"Valhalla Union Free School District, New York",10601,7543,121791,145278,128125,6777,561,4,797,0,66,112,2284,199,22,119,12,7,0,27,11,0,0,0,0,21,0,26,8,0,0,0,0,0,0,0,0,0,0,0,0,54,30,17,36,36,29400
"Broadalbin-Perth Central School District, New York",10416,7617,58032,83411,63606,9711,287,0,69,0,0,55,294,177,66,119,88,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,37,0,0,0,36,00005
"Cherry Valley-Springfield Central School District, New York",4005,2822,57083,58750,67287,3858,5,0,3,0,0,97,42,97,46,62,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,36,00006
"Jasper-Troupsburg Central School District, New York",3399,1950,42917,41413,56563,3348,0,3,13,0,0,27,8,102,43,52,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,36,00007
"South Country Central School District, New York",30469,21340,86238,76841,106762,18780,3190,31,414,5,54,363,7632,291,141,213,207,153,28,78,35,7,0,0,0,0,0,53,0,0,0,0,0,12,0,0,0,0,8,33,7,177,47,88,210,36,00008
"Saranac Central School District, New York",12863,9760,63249,63750,76512,10049,1724,36,103,0,20,54,877,113,16,110,170,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,20,0,0,0,0,0,9,15,20,0,36,00009
"Cobleskill-Richmondville Central School District, New York",13138,8829,57684,60882,70634,12083,326,45,89,7,0,172,416,200,344,169,360,0,82,8,84,0,0,0,0,0,11,5,3,0,0,0,0,0,40,0,8,2,7,7,29,0,106,13,37,36,00010
"Wayland-Cohocton Central School District, New York",9072,6414,53984,59550,55399,8678,54,14,0,0,13,130,183,187,71,174,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,10,0,4,0,0,5,36,00011
"Westfield Central School District, New York",4757,3761,51507,56250,67583,4525,0,0,113,0,0,0,119,69,24,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,36,30990
"Westhampton Beach Union Free School District, New York",5149,3879,107266,88281,118750,4126,191,37,87,0,0,62,646,130,46,156,40,0,0,0,0,0,0,24,0,0,0,8,2,0,0,0,0,0,0,4,0,11,0,9,9,15,0,4,9,36,31020
"Westmoreland Central School District, New York",6252,4598,74701,93469,76625,5887,28,0,30,0,0,111,196,238,67,78,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,36,31050
"Westport Central School District, New York",1162,1007,51654,60179,57788,1139,8,2,2,0,0,11,0,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31080
"Wheatland-Chili Central School District, New York",5577,4024,65511,64760,85250,5046,240,15,44,0,0,66,166,52,8,89,25,4,5,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,36,31170
"Wheelerville Union Free School District, New York",1365,1114,56855,72361,72250,1179,0,14,97,0,0,75,0,29,5,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31200
"White Plains City School District, New York",58137,42075,90427,102921,110968,26970,6460,25,4522,0,219,1106,18835,207,282,415,157,63,84,137,91,0,0,0,0,34,63,25,49,0,0,0,0,296,103,267,229,23,0,96,0,463,214,390,341,36,31260
"Whitehall Central School District, New York",4748,3267,57279,57625,68450,4628,8,6,0,0,15,49,42,111,58,143,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,4,0,0,0,4,9,0,0,36,31290
"Northville Central School District, New York",3320,2495,51103,46397,59063,3241,4,0,0,0,0,32,43,29,29,62,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21300
"North Tonawanda City School District, New York",30487,22955,58211,73731,64148,28807,319,88,152,0,28,568,525,462,245,434,169,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,26,0,0,27,70,0,36,21240
"Northeastern Clinton Central School District, New York",9024,6317,54015,54750,62538,8798,8,16,38,3,10,53,98,156,144,201,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,0,0,17,0,0,36,21250
"Northern Adirondack Central School District, New York",6067,4200,54127,61250,56897,5263,417,12,44,0,7,129,195,103,68,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,0,0,0,0,36,21260
"Northport-East Northport Union Free School District, New York",35902,25836,122559,168421,135814,32298,350,4,615,0,1,255,2379,619,338,588,183,13,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,9,0,23,0,97,0,58,0,36,21270
"North Colonie Central School District (Albany County), New York",40815,27066,84679,82420,105135,31236,1760,60,4516,43,141,915,2144,447,816,623,668,29,39,23,54,0,32,0,0,60,208,93,52,0,0,0,6,0,39,7,12,32,14,164,70,68,146,76,121,36,00971
"Chenango Forks Central School District, New York",9131,6470,64697,85341,76066,8729,68,21,41,0,0,224,48,140,132,230,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,0,12,36,07260
"Chenango Valley Central School District, New York",12492,8801,61670,79702,76339,11566,269,17,122,0,11,302,205,212,78,188,193,4,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,18,4,0,0,0,0,36,07290
"Westhill Central School District, New York",12756,8443,81196,102393,104167,10906,816,33,157,0,13,361,470,168,133,256,195,48,48,0,51,0,0,0,0,0,0,9,28,0,0,0,0,0,16,0,2,0,0,0,14,7,27,0,43,36,07320
"Chester Union Free School District, New York",6305,4536,100994,70903,132750,3731,558,0,237,0,0,120,1659,79,20,55,32,20,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,8,0,0,0,0,0,51,0,8,39,45,0,36,07380
"Chittenango Central School District, New York",14157,10158,74846,90000,87035,13536,36,73,16,0,0,204,292,280,171,249,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,8,36,07470
"Churchville-Chili Central School District, New York",26736,18816,72409,80021,87083,23510,1641,58,308,15,0,624,580,416,278,399,472,82,43,12,104,0,0,0,0,0,4,13,26,0,0,0,0,0,0,0,7,38,4,23,14,13,0,23,12,36,07530
"Cincinnatus Central School District, New York",3539,2471,46100,52500,55536,3296,27,18,2,0,0,73,123,49,34,95,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,10,11,0,0,36,07560
"Clarence Central School District, New York",30909,21312,97982,119393,109442,29439,214,18,430,0,0,356,452,792,193,455,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,11,18,9,36,07590
"Thousand Islands Central School District, New York",7631,5833,65968,73750,77723,6637,392,5,30,0,0,174,393,126,40,117,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,57,12,0,14,0,36,07650
"Cleveland Hill Union Free School District, New York",12212,8433,53555,57151,60000,8030,2886,0,429,28,28,363,448,141,31,61,68,67,31,108,55,0,0,0,0,0,3,21,76,0,0,0,0,18,5,0,4,13,3,19,7,21,9,18,15,36,07680
"Clifton-Fine Central School District, New York",2010,1579,47949,88750,49405,1937,13,7,7,0,0,27,19,54,0,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,07710
"Clinton Central School District, New York",11731,7586,64445,84821,82292,10450,232,21,262,16,52,250,448,125,420,123,434,1,49,4,25,0,3,0,8,0,7,0,41,0,0,0,0,4,0,0,0,8,5,7,0,5,4,0,47,36,07770
"Clyde-Savannah Central School District, New York",5363,3341,53571,57885,65227,4812,60,23,1,0,0,133,334,95,40,175,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,3,9,0,28,8,9,0,36,07860
"Clymer Central School District, New York",3102,1940,57321,53750,69545,3042,0,6,6,0,0,14,34,71,41,130,51,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,36,07890
"Cohoes City School District, New York",16684,11594,55054,59466,63958,13392,1010,42,123,16,0,1141,960,128,170,73,145,47,0,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,33,0,37,36,0,0,36,07980
"Cold Spring Harbor Central School District, New York",8688,5691,250001,250001,250001,7396,61,0,619,0,18,172,422,233,13,196,72,0,0,0,4,0,0,0,0,0,0,18,18,0,0,0,0,14,0,0,0,0,0,37,0,43,8,15,22,36,08010
"Colton-Pierrepont Central School District, New York",2233,1739,59792,73393,62500,2189,18,3,3,0,0,12,8,27,8,43,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,36,08100
"Commack Union Free School District, New York",38371,26934,140468,163644,164138,32596,623,0,2105,0,37,616,2394,727,373,701,277,12,1,5,0,0,0,0,0,61,8,23,9,0,0,0,0,0,13,0,0,0,0,31,4,67,38,51,39,36,08130
"Connetquot Central School District, New York",37208,26400,104478,112774,121500,29848,941,115,1574,59,216,506,3949,523,423,497,426,0,10,12,11,18,0,0,0,15,5,27,2,0,0,0,0,24,26,8,0,15,10,25,25,107,6,221,62,36,08160
"Cooperstown Central School District, New York",6442,4858,61371,67500,82125,5687,152,0,206,0,53,160,184,56,24,110,31,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,27,0,9,0,36,08250
"Copenhagen Central School District, New York",2988,2023,58405,57647,65662,2800,11,2,20,0,0,61,94,66,31,33,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,08280
"Central Valley School District, New York",14168,9581,53931,63239,64877,12914,278,6,221,0,0,265,484,254,218,277,75,21,0,10,28,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,10,0,36,01087
"Oppenheim-Ephratah-St. Johnsville Central School District, New York",5732,4095,44796,56250,53611,5511,48,4,29,0,13,19,108,66,42,103,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,36,01107
"Kinderhook Central School District (Ichabod Crane), New York",13787,10033,78604,77656,100833,12620,92,26,30,0,10,216,793,212,160,273,58,0,12,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,6,5,24,26,4,36,15210
"Southwestern Central School District at Jamestown, New York",9274,7149,60333,68068,70156,8864,24,0,60,0,28,104,194,183,56,128,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,9,15,17,36,27660
"East Ramapo Central School District (Spring Valley), New York",122481,62597,63632,50601,87313,75921,21943,31,3576,0,404,1214,19392,2591,1037,2318,1338,589,294,469,332,0,0,0,0,50,29,41,21,0,0,0,0,209,253,186,11,30,26,85,22,474,381,501,161,36,27810
"Franklinville Central School District, New York",4703,3293,45848,57500,51250,4507,10,26,1,0,4,51,104,98,46,54,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,23,0,0,0,4,0,0,0,36,11490
"Fredonia Central School District, New York",13493,7736,52192,76250,68000,11453,415,82,173,6,0,361,1003,165,538,181,670,5,117,19,54,0,6,0,0,5,11,0,17,0,13,0,0,0,27,0,21,14,17,29,20,38,94,40,30,36,11520
"Freeport Union Free School District, New York",40479,27461,81665,87686,96767,10303,9838,0,528,3,163,1142,18502,93,54,60,185,164,212,275,264,0,0,0,0,0,0,10,0,0,0,0,0,178,88,117,53,173,44,238,149,483,292,511,457,36,11550
"Frewsburg Central School District, New York",4497,3428,51808,65870,71850,4439,36,0,10,0,0,0,12,72,27,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,11610
"Friendship Central School District, New York",2001,1380,42413,39837,48438,1936,30,0,0,0,0,35,0,10,5,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,36,11640
"Frontier Central School District, New York",36954,27386,65911,81386,82010,35039,464,156,247,0,0,236,812,452,316,952,392,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,47,0,0,0,36,11670
"Fulton City School District, New York",20139,13730,52257,54458,63500,18897,50,56,46,0,0,236,854,432,183,295,223,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,19,0,21,6,0,13,21,7,19,0,21,36,11700
"Bolivar-Richburg Central School District, New York",4362,3088,42527,65455,45781,4264,2,23,7,0,0,16,50,65,19,83,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,36,00012
"Oneida City School District, New York",15042,10606,54413,53338,63866,13962,236,146,59,79,0,261,299,329,120,286,63,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,0,36,00013
"Waterloo Central School District, New York",11811,8434,55084,68323,63699,10964,148,25,78,0,0,216,380,207,136,146,91,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,36,0,30,0,36,00014
"Jamestown City School District, New York",31151,21243,34902,33438,45063,25755,1216,44,144,20,28,976,2968,496,296,389,325,48,27,12,28,0,0,0,0,17,0,0,3,0,0,0,0,7,8,38,30,62,19,48,13,40,22,97,49,36,15630
"Jefferson Central School District, New York",1721,1296,51827,54063,54653,1681,2,0,1,0,0,11,26,41,9,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,36,15720
"Brookhaven-Comsewogue Union Free School District, New York",25226,17330,101306,108436,116974,17497,898,0,801,0,73,206,5751,320,214,380,88,0,18,3,0,0,0,0,0,0,3,24,10,0,0,0,0,68,0,1,0,51,1,0,0,94,23,313,53,36,15780
"Jericho Union Free School District, New York",17942,11047,183570,182785,198524,10480,607,3,5008,0,133,607,1104,320,255,243,374,3,84,11,140,0,0,0,0,130,19,108,76,0,0,0,0,0,70,30,18,0,69,18,19,5,69,10,98,36,15810
"Johnsburg Central School District, New York",2550,1956,49417,52279,50217,2418,10,0,26,0,0,91,5,28,27,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15870
"Johnson City Central School District, New York",18266,12622,45376,50845,59545,14082,1279,17,1544,14,8,532,790,180,228,207,79,23,50,9,26,0,0,0,11,16,73,0,58,0,0,0,0,7,0,0,0,0,31,11,35,7,9,14,37,36,15900
"Johnstown City School District, New York",10847,7722,53233,63281,58478,9871,417,0,41,0,0,170,348,314,103,138,49,5,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,20,0,2,0,0,0,36,15980
"Jordan-Elbridge Central School District, New York",8265,6009,58544,67143,72560,7844,9,11,35,0,0,168,198,185,41,271,107,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,3,0,0,14,0,2,6,14,36,15990
"Katonah-Lewisboro Union Free School District, New York",18102,12295,161639,176625,191484,15776,345,16,598,0,20,295,1052,397,156,297,346,12,0,55,0,0,0,0,0,6,0,42,12,0,0,0,0,19,0,0,29,0,0,10,0,27,0,7,29,36,16080
"Keene Central School District, New York",1208,1013,59440,93333,57326,1159,0,0,1,0,21,17,10,28,14,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36,16140
"AuSable Valley Central School District, New York",8609,6446,59192,66780,60932,8325,38,27,6,3,0,74,136,223,122,171,49,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,5,3,4,36,16170
"Kendall Central School District, New York",4743,3418,62951,57371,77880,4468,0,25,0,0,0,40,210,96,71,62,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,36,16200
"Kenmore-Tonawanda Union Free School District, New York",65868,48732,60886,74654,71927,57720,3060,100,915,7,22,1446,2598,903,456,839,478,47,13,59,11,15,0,0,0,0,0,48,1,0,0,0,0,0,0,0,11,73,32,191,12,69,43,42,11,36,16230
"Vestal Central School District, New York",31842,17358,71509,93732,89341,25493,1246,0,3367,13,30,454,1239,491,1460,352,1515,67,54,96,112,0,0,0,0,46,375,63,385,0,0,0,0,0,26,0,0,4,64,0,107,58,182,9,155,36,29610
"Victor Central School District, New York",25604,17708,85699,103958,102477,23276,550,81,402,13,112,442,728,485,152,402,140,38,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,11,0,11,0,67,0,45,0,14,0,30,0,36,29640
"Voorheesville Central School District, New York",7698,5390,105563,114524,128542,7228,120,0,160,0,0,98,92,204,158,126,80,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,36,29670
"Wainscott Common School District, New York",373,290,145179,-666666666,146875,301,23,0,7,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,36,29760
"Waverly Central School District, New York",9306,6571,45541,39408,62763,8878,77,0,48,0,0,105,198,181,142,194,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,0,36,30270
"Waterville Central School District, New York",5953,4329,54117,57083,66500,5824,40,0,10,0,8,41,30,107,78,129,33,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,36,30160
"Watervliet City School District, New York",11014,8443,43072,53750,49444,7844,1235,0,337,0,18,698,882,110,57,34,76,20,22,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,13,0,0,0,0,12,0,0,13,36,30210
"Watkins Glen Central School District, New York",8351,6361,52159,64200,69063,7700,56,13,120,0,12,196,254,124,83,95,32,0,0,0,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,20,0,2,0,4,10,2,0,36,30240
"Wayne Central School District, New York",14594,10861,72484,93305,77599,13914,170,3,173,0,0,155,179,227,155,206,54,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,36,30330
"Webster Central School District, New York",58419,42821,84326,98938,107674,52807,1373,43,1918,0,0,704,1574,965,316,1024,445,72,2,17,0,0,0,0,0,61,39,0,0,0,0,0,0,20,0,2,0,37,0,0,0,20,14,2,14,36,30360
"Weedsport Central School District, New York",5644,3931,78068,100481,96563,5339,128,3,48,0,0,47,79,117,66,145,42,14,6,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,36,30420
"Wells Central School District, New York",1364,1020,51667,68438,63750,1310,3,0,0,2,0,31,18,33,10,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,36,30450
"Wellsville Central School District, New York",8934,6603,47262,47778,54967,8742,62,10,18,9,0,58,35,143,72,75,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,0,0,0,0,0,36,30480
"West Babylon Union Free School District, New York",27089,19711,98015,103630,110913,20251,1063,17,892,0,43,312,4511,396,161,385,319,66,21,8,8,0,0,0,0,26,7,12,1,0,0,0,0,54,12,44,0,0,0,46,0,173,66,137,18,36,30540
"West Canada Valley Central School District, New York",4960,3504,59767,67569,81042,4852,8,0,6,0,0,70,24,94,47,76,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,5,0,2,0,36,30600
"West Genesee Central School District, New York",30851,22076,74078,96326,90701,28350,413,32,738,0,34,492,792,601,307,620,233,0,3,3,1,0,0,0,0,0,0,32,6,0,0,0,0,0,0,0,0,19,0,0,12,10,7,14,4,36,30630
"West Hempstead Union Free School District, New York",17919,11752,118438,122974,127153,9914,2172,24,1152,0,47,294,4316,235,117,247,129,69,21,24,11,0,0,0,0,39,32,32,66,0,26,0,0,53,18,53,0,6,8,13,26,60,54,91,39,36,30660
"West Islip Union Free School District, New York",26635,18744,125926,145536,142871,24217,127,3,405,0,4,155,1724,349,165,484,203,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,15,0,0,0,0,22,3,26,44,32,36,30690
"West Seneca Central School District, New York",54086,40057,62999,71098,83211,50655,949,64,648,0,16,362,1392,954,499,871,375,43,26,0,16,16,0,0,0,0,3,9,4,0,0,0,0,0,0,0,3,8,6,10,0,13,11,9,16,36,30780
